id,sitename,lat,long,state,altitude,age_bacon,age_bchron,age_default,depth,ASH,BEECH,BIRCH,ELM,HEMLOCK,MAPLE,OAK,OTHER.CONIFER,OTHER.HARDWOOD,PINE,SPRUCE,TAMARACK
296,BobLake,46.633611,-92.614722,minnesota,379,-10.8544728823652,-8.459,-9,1,4,0,70,5,1,2,27,4,18,199,8,2
296,BobLake,46.633611,-92.614722,minnesota,379,20.0930141954658,50.664,42,10,4,0,61,2,1,1,14,2,19,222,4,6
296,BobLake,46.633611,-92.614722,minnesota,379,54.2307305362838,132.753,98,20,2,0,77,3,0,1,16,7,28,221,12,4
296,BobLake,46.633611,-92.614722,minnesota,379,87.6862049766131,427.782,155,30,4,0,74,5,1,1,15,5,20,188,13,5
296,BobLake,46.633611,-92.614722,minnesota,379,121.141679416942,640.495,212,40,0,0,84,1,1,1,11,11,19,320,10,9
296,BobLake,46.633611,-92.614722,minnesota,379,154.597153857272,843.288,268,50,1,0,55,1,0,0,14,10,13,216,5,2
296,BobLake,46.633611,-92.614722,minnesota,379,188.052628297601,1029.548,325,60,1,0,108,4,1,6,24,14,30,373,8,7
296,BobLake,46.633611,-92.614722,minnesota,379,221.50810273793,1215.123,382,70,1,0,35,0,1,2,14,8,18,218,4,1
296,BobLake,46.633611,-92.614722,minnesota,379,254.963577178259,1402.209,438,80,0,0,39,0,0,0,6,3,6,246,4,8
296,BobLake,46.633611,-92.614722,minnesota,379,288.419051618589,1587.854,495,90,4,0,58,3,0,2,12,10,15,244,10,6
298,BogDPond,47.1775,-95.162675,minnesota,460,-11.3640208434517,-12.338,-10,1,4,0,49,6,0,2,31,3,28,181,8,4
298,BogDPond,47.1775,-95.162675,minnesota,460,4.36917828405272,11.726,15,10,3,0,52,7,0,1,16,5,28,238,6,11
298,BogDPond,47.1775,-95.162675,minnesota,460,22.0604088390227,30.082,44,20,2,0,59,7,0,2,21,3,27,235,4,12
298,BogDPond,47.1775,-95.162675,minnesota,460,39.9615375850688,46.654,72,30,1,0,49,2,0,2,32,3,23,174,5,11
298,BogDPond,47.1775,-95.162675,minnesota,460,57.1712217300415,62.582,100,40,2,0,62,4,0,2,16,5,26,202,7,12
298,BogDPond,47.1775,-95.162675,minnesota,460,74.4059575520881,78.725,222,50,1,0,34,2,0,3,12,3,19,233,7,7
298,BogDPond,47.1775,-95.162675,minnesota,460,91.6657450512085,96.726,345,60,1,0,46,2,0,1,16,2,23,257,17,8
298,BogDPond,47.1775,-95.162675,minnesota,460,91.6728211289448,144.823,467,70,1,0,32,1,0,0,20,3,24,260,7,10
298,BogDPond,47.1775,-95.162675,minnesota,460,467.427849019425,695.042,834,100,2,0,79,5,0,1,19,1,36,152,3,9
298,BogDPond,47.1775,-95.162675,minnesota,460,764.880369267301,961.714,1079,120,4,0,62,5,0,4,25,3,40,169,3,9
298,BogDPond,47.1775,-95.162675,minnesota,460,1061.2235231792,1206.106,1323,140,1,0,37,6,0,1,19,3,28,190,8,7
298,BogDPond,47.1775,-95.162675,minnesota,460,1354.46418984213,1447.539,1568,160,3,0,44,2,0,1,13,0,13,219,0,9
298,BogDPond,47.1775,-95.162675,minnesota,460,1651.04503303041,1694.967,1813,180,3,0,61,7,0,2,19,3,31,161,4,4
298,BogDPond,47.1775,-95.162675,minnesota,460,1946.50793743585,1948.524,2057,200,6,0,50,6,0,2,51,1,21,156,2,6
298,BogDPond,47.1775,-95.162675,minnesota,460,2097.68785741495,2075.476,2180,210,5,0,71,13,0,2,60,1,36,108,1,5
298,BogDPond,47.1775,-95.162675,minnesota,460,2242.92022053377,2205.384,2302,220,4,0,112,7,0,3,48,0,56,93,0,3
298,BogDPond,47.1775,-95.162675,minnesota,460,2529.93899858075,2496.283,2546,240,11,0,103,6,0,3,65,2,66,57,2,3
298,BogDPond,47.1775,-95.162675,minnesota,460,2678.65377489832,2684.529,2669,250,7,0,98,17,0,2,63,0,66,65,3,2
298,BogDPond,47.1775,-95.162675,minnesota,460,2815.07517633025,2940.335,2767,260,12,0,100,12,0,0,51,2,62,27,2,2
298,BogDPond,47.1775,-95.162675,minnesota,460,3052.25562680819,3173.827,2916,280,18,0,96,4,0,4,62,1,67,18,2,1
298,BogDPond,47.1775,-95.162675,minnesota,460,3278.90546729662,3356.279,3065,300,13,0,85,5,0,1,74,2,102,19,0,2
298,BogDPond,47.1775,-95.162675,minnesota,460,3502.17471762535,3525.271,3214,320,4,0,62,15,0,3,87,4,93,38,2,1
298,BogDPond,47.1775,-95.162675,minnesota,460,3723.77442352237,3693.644,3364,340,11,0,116,8,0,4,63,0,87,7,1,1
