"ID","longitude","latitude","altitude","mean.tps.age.2d","sd.tps.age.2d","lower.95.tps.2d","upper.95.tps.2d","mean.tps.age.3d","sd.tps.age.3d","lower.95.tps.3d","upper.95.tps.3d"
444,1637.606707,993.976186,138,10246.6684822581,239.347139492215,9785.74797576056,10694.0068960133,9821.09038722401,159.753434631627,9501.0559879342,10115.2330412603
445,1649.324653,1004.350371,162,10238.3291070401,240.847807451657,9778.52361286136,10688.9656165776,9723.69769720574,169.149858477891,9378.66320808203,10039.3223945264
461,503.334581,383.609947,154.2,10722.7555612691,93.9034941180072,10538.3646194682,10893.9297909014,10892.0931792177,71.7070181819577,10760.1011155319,11037.3789790428
470,70.643844,855.580183,257.4,10764.8019175246,409.081267397854,10065.5258945186,11511.1753884840,10710.7439752622,295.221022280330,10207.3237785401,11255.2571646846
472,1945.087858,490.589427,24,10941.7910635739,147.921606690196,10641.3185144361,11189.1557854216,11424.7145925227,105.015357270421,11230.2942412556,11621.1827806854
474,1945.087858,490.589427,24,10941.7910635739,147.921606690196,10641.3185144361,11189.1557854216,11424.7145925227,105.015357270421,11230.2942412556,11621.1827806854
475,1757.624458,426.075678,216,10878.01919779,151.340665955142,10581.6699576864,11125.6931385068,10822.0201672868,110.209403865324,10620.1785571565,11021.7740548285
478,-155.028011,811.845331,266.4,11039.200294123,182.819233158519,10742.2998764250,11359.4835791534,11012.4952116851,165.637378380645,10728.9681041682,11323.5553202001
492,2052.464926,851.837778,62.4,10662.7981993242,152.950686653432,10403.3672910987,10934.3465973243,10351.8052419974,131.306105611449,10107.3783845573,10590.1700508398
494,39.403017,-55.327141,168,12169.5343498828,372.056392133792,11431.6688999287,12849.4317213459,12365.3204660736,183.146761735792,12021.7123686929,12724.3224956761
496,184.278399,945.398369,235.8,10595.6369082429,513.655889463362,9706.11741121662,11523.4766339719,10395.1232281348,284.852889799126,9904.11337038961,10908.8870482652
502,967.024623,126.544555,183,11197.2114793046,161.771362427242,10895.8307793405,11499.3717955333,11591.9830820463,96.9100515581905,11407.0160235647,11783.4821878199
504,1345.109139,425.158011,262.8,11017.9822263619,146.110733095676,10741.5102173441,11284.8368415075,10705.2643733747,113.732055158343,10482.7542840338,10919.8001814366
505,1042.169813,859.546311,228,10467.7845693885,323.673474473239,9885.27527732204,11097.6017374258,10047.0298487948,176.616406192033,9727.3550858982,10386.6862396011
508,1751.719363,526.020445,351.6,10671.0822621307,193.055940170557,10301.4804606668,10991.7523676292,9927.66870735724,232.502281134912,9474.83766980818,10366.0866850661
512,1216.484364,722.75955,183,10662.6779989822,215.538664029785,10250.6881419808,11067.4323005446,10442.1255509329,140.624329129003,10178.9764883938,10711.6815423982
515,60.980983,393.962783,255.6,10811.5163689081,188.052410750029,10477.2218838024,11179.165645323,11211.9977837631,96.9193868885606,11031.4255833339,11391.8681823537
517,466.196158,1010.980856,150,10346.5736525534,563.869098476487,9339.15176875414,11370.5844729149,10082.9248190468,184.708718698325,9753.5188872771,10422.7822428096
522,490.223977,743.003732,308.4,10359.3522680149,351.867162952467,9701.35444087524,10971.0305988765,10465.6926569757,187.986167359553,10122.5111815961,10813.7719294581
523,1672.993563,364.487447,138,11031.1605600991,99.195250475989,10825.5263833899,11189.4739857074,11156.3337417992,87.9983138283818,10979.8647902024,11322.2162041610
534,505.65161,1030.153425,150,10312.3741241395,564.514086402069,9301.83251291056,11335.7346224551,10043.1150744872,187.206258380390,9712.64420348516,10393.9477201949
539,1684.011097,351.384315,73.2,11082.3290256587,94.4300184806075,10887.9672816424,11238.0618340922,11368.973645388,111.004111148456,11165.0687398805,11564.5555960987
542,1227.430624,498.313784,55.2,11226.9862368597,217.928297610519,10802.1720983191,11606.5362527999,11180.6474011461,115.365458071987,10942.4838580735,11389.6881254152
552,-97.784583,650.464798,237,11029.0389249282,114.525317997052,10810.3719605423,11256.1983995215,10975.1308545804,137.598718459897,10717.6003015724,11219.6753891561
554,163.13445,256.843361,211.2,11067.3401083182,198.520773160064,10680.1928490611,11440.3110111871,11269.3582802985,100.792753701024,11080.8806818535,11465.498734497
559,547.795885,643.309012,234,10366.1935967337,229.994315552553,9914.2367135867,10758.7272928779,10451.7105330513,154.827140956054,10164.4692151078,10719.2850332607
560,716.024582,225.353125,145.8,11433.9673762792,194.857043192673,11018.8726427724,11743.4377191630,11367.0726232322,110.212333748127,11164.4427117037,11565.4203645732
561,1474.158717,803.759198,97.2,10402.6521025448,223.548537545296,9943.45622560414,10786.3129565434,10350.5571730028,128.304849292595,10095.1580908583,10587.1497546580
566,175.368491,596.827014,175.2,10322.0002736771,191.102640286257,10037.7348304643,10786.6781201808,10390.5812408839,134.235781956546,10143.9779022828,10649.7786066497
567,1909.321421,736.340537,56.4,10632.8216671884,138.454673487321,10377.1802024013,10883.6190588823,10641.2419939293,111.035060093150,10437.0916276747,10845.4014735259
569,1198.235627,685.185909,112.8,10759.1816015316,206.36527065436,10373.2742791009,11157.4862300660,10593.3487299973,129.901294134561,10330.0149534581,10834.7967834961
570,134.993059,837.842639,237.6,10689.9213442662,454.090626646077,9898.2775336479,11522.5525240979,10594.8121556318,308.273385413379,10063.8584477096,11155.2653775155
571,687.320905,217.897855,113.4,11424.1000328451,185.920248304212,11024.3119826541,11739.2545582679,11435.6505961446,142.248442573783,11161.1219464322,11675.0766011461
580,1344.352381,434.334204,258,10994.7701089506,150.761639506898,10702.8931760547,11267.2582139164,10713.1213939125,111.678777489030,10494.1206328482,10925.6098157828
584,458.003829,-387.060583,54.6,13312.5093284036,418.603445725096,12487.4834353931,14086.9437775478,14173.8034648222,288.258544504312,13654.8317952280,14723.5259327440
585,882.301583,130.457885,150,11244.9376679963,161.821958920427,10948.7219865517,11538.0716925070,11601.8969256414,119.05595258364,11387.7911851577,11817.7516038221
587,-14.146129,907.693338,212.4,10811.0952188818,328.154370496173,10244.8197328841,11409.2495288651,10549.3605165612,224.754436287845,10138.3548422793,10947.8042583385
590,1106.469702,200.065108,183,11253.4631050289,157.689156585978,10959.0211256846,11553.3750866995,11490.6681696496,92.4747402085882,11319.8156890020,11685.6477661080
591,600.836143,426.635232,164.4,10789.5428100550,95.0027284148099,10618.1610078367,10982.1029209337,10790.3953498279,65.3395200098053,10668.8684436126,10922.1215491812
595,1449.966579,814.341523,120,10400.0055410408,226.963801684342,9936.73642244335,10792.0571746658,10275.2006630200,133.193622935976,10007.6271782925,10523.0300144159
621,1788.622567,904.062638,192,10403.4956672864,180.484752988207,10063.9347950219,10736.8161677932,9798.99551343887,164.220847467548,9467.06118314878,10110.4871670330
623,51.996847,734.06788,265.8,10729.5941242901,244.757186515444,10295.3973725284,11148.2899923911,10879.4579429223,209.916330290423,10505.8369360283,11267.4423859309
626,823.542266,39.129137,160.8,11196.1062324268,256.898571470886,10741.3103499252,11683.9164025634,11777.4577342428,135.137355351275,11534.5270284582,12020.3026811305
632,1331.35006,621.427243,111.6,10687.0911981942,200.247925078541,10268.0106885766,11019.5918763402,10660.0236673849,138.130116910238,10378.2220380969,10903.9053268764
633,1339.779926,631.226522,111.6,10660.9538977887,203.772608876932,10236.4819436048,10994.2918172940,10641.6834767892,137.038084548989,10359.7273861989,10882.0339353469
641,1859.271868,396.773917,54.6,11049.7908453257,139.186096233602,10760.3509249718,11269.0681727778,11426.2156677608,99.7152836461719,11237.2784568890,11617.4636053289
644,1238.505426,602.23429,136.8,10901.4329173704,186.206820823402,10560.3184528085,11250.5077281514,10792.9121662616,139.008845370819,10540.6878988252,11067.3988120974
648,173.203348,779.912878,223.2,10595.0980142322,397.275754436735,9887.07983721746,11295.6282867473,10525.3362520404,244.913199513836,10093.1641783699,10936.1037293686
649,1981.124539,742.890178,22.2,10701.1352819985,129.470177333803,10475.4172716740,10930.3180190375,10844.5635807359,122.89968675573,10637.8965427022,11054.3277891967
650,1135.526564,503.430813,199.8,11392.3066544516,301.271508008258,10791.6281492541,11856.8948132731,10910.6764771811,126.616735438835,10696.5535829962,11183.6387901338
655,158.268451,577.113927,188.4,10336.5594563675,189.477832188924,10080.4505964241,10810.8801766282,10409.0185087919,135.507115714565,10158.6887557475,10668.9854501772
658,1643.267557,986.595137,144,10256.4349135132,235.341175255987,9804.16467954304,10696.6170275248,9816.32261291528,160.262273715892,9492.6571532251,10113.2821523844
663,1554.804453,893.011662,272.4,10328.3801505997,225.3820289971,9872.50834060905,10736.8572268940,9641.57546410484,194.189462285654,9268.95411267965,10023.4151711534
664,1556.803948,907.313702,241.8,10316.0543361101,228.524766234959,9854.90359122868,10734.1390619633,9721.41929723657,181.527395052173,9362.66708981535,10076.3279482965
676,1186.986082,-320.723637,229.8,12660.3312737238,348.084587627712,12035.8499269048,13409.4087985126,12606.5059924655,194.066441657743,12242.0792862137,12980.2811054581
678,193.257704,545.332232,183,10260.8235748323,212.709420176599,10013.1973441261,10779.0058890702,10343.6889898650,146.37747805487,10061.9808003899,10612.0033017949
680,1708.235784,845.152721,169.2,10409.0449834066,186.242532019339,10040.8682931778,10741.2068256464,10026.2208987950,144.522154729193,9725.87196718986,10295.2578906279
683,1074.354549,691.22407,123.6,10822.3066996360,237.860072437200,10400.6423545495,11289.6574526888,10596.4194374251,125.760414806490,10348.9136601484,10837.4996031552
693,1082.313168,101.755161,175.2,11091.1815810160,193.192356645682,10746.9154560958,11464.9334533152,11695.4606843742,99.1760454086178,11507.3880744221,11894.6657396848
702,652.872747,795.499242,121.8,10433.4011390377,379.614624736372,9732.30749353318,11133.4202181904,10391.8819494870,125.921473299160,10153.1064266005,10636.5892130793
703,-185.131329,838.10806,262.2,11052.6083352814,182.816395426671,10751.8590865492,11377.5282933571,10982.4256990856,164.415138939115,10692.7653121777,11284.9073644416
705,1527.502968,356.485806,205.2,11044.6506589641,104.308957589728,10839.5680435853,11246.9079938535,11092.8713038794,99.1331470954429,10903.0554100825,11281.0339245616
706,1703.20314,342.957104,133.8,11117.0511924427,95.7047952364582,10924.1703604199,11284.3634661534,11209.9280394385,86.8395097298069,11035.3721852346,11372.3899359002
710,94.340494,824.483055,249,10740.1609088346,414.24947542453,10019.4519939797,11495.5572093140,10717.8832851649,344.675778515297,10132.5589392938,11351.0109478164
716,903.938732,79.549462,185.4,11171.8806367236,202.728428887123,10817.9429938549,11557.5799370125,11670.0189806904,105.721693361214,11473.5176173625,11867.8078470671
717,335.545235,634.202589,201,10226.5586150540,232.920528384156,9801.3253603911,10683.9368453468,10362.7074577769,135.890032863598,10102.8282991588,10617.1827028996
